sample_id,source_dataset,group_id,split,reference_point_count,model_point_count,retained_internal_knots,normalized_input_refit_mse,normalized_reference_mse,normalized_reference_rms,normalized_point_distance_p95,normalized_point_distance_max,normalized_symmetric_chamfer_mse,normalized_hausdorff,original_unit_reference_mse,original_unit_reference_rms,network_batch_time_ms,network_amortized_time_ms
uji2_07478_stroke_00,uji_pen_characters_v2,tst_UPV_W39,test,23,192,16,0.0001024893870491541,0.0002560738768554159,0.01600230848519725,0.0300818739046752,0.051374964992596146,3.775428501196305e-05,0.047572455983126864,0.0023973652629112195,0.04896289679860884,19.328399997903034,1.2080249998689396
uji2_07534_stroke_00,uji_pen_characters_v2,tst_UPV_W39,test,29,192,16,4.046592337959492e-05,7.518999061874812e-05,0.008671216213354855,0.020361440722264992,0.02505545317543354,3.8689661550683315e-05,0.0215754349497076,0.00033209262812709643,0.018223408795477767,19.328399997903034,1.2080249998689396
uji2_09772_stroke_00,uji_pen_characters_v2,tst_UPV_W51,test,44,192,8,0.0006125589981167302,0.0009652192093106311,0.031067977232363087,0.07741779503359884,0.08641947405186905,0.00035941098244560935,0.08278545577486568,0.005290957255037893,0.07273896655189634,19.328399997903034,1.2080249998689396
uji2_02966_stroke_01,uji_pen_characters_v2,tst_UJI_W16,test,9,192,4,7.828345828342724e-06,1.6654438763660533e-05,0.004080985023699613,0.007946550506180594,0.00826140381118296,1.0963520792380446e-05,0.007637168754030637,2.366979983149579e-05,0.0048651618504933405,19.328399997903034,1.2080249998689396
uji2_10957_stroke_00,uji_pen_characters_v2,tst_UPV_W57,test,14,192,3,3.05598884439663e-05,7.068606510675398e-05,0.008407500526717437,0.019643520429788487,0.023855406212662144,2.3991730509870668e-05,0.018847347670797862,0.0002795502416349203,0.01671975602797243,19.328399997903034,1.2080249998689396
uji2_09176_stroke_01,uji_pen_characters_v2,tst_UPV_W48,test,11,192,10,5.029979685709151e-05,0.00017982148013922855,0.013409753172196294,0.024616388850227065,0.043338198738126554,2.1358434064379175e-05,0.03930118937914549,0.0004903288229177136,0.0221433697281537,19.328399997903034,1.2080249998689396
uji2_04534_stroke_00,uji_pen_characters_v2,tst_UPV_W24,test,14,192,5,5.771930717971211e-05,0.0001599000525129294,0.012645159252177468,0.024239981703332705,0.034700211220719264,4.205052622802994e-05,0.03322482043048038,0.0007941716053235201,0.028181050465224327,19.328399997903034,1.2080249998689396
uji2_07555_stroke_00,uji_pen_characters_v2,tst_UPV_W39,test,35,192,6,0.0001866292047324274,0.00025076704956573454,0.01583562596065386,0.030676448030015114,0.0521624101762054,0.00011040059927724038,0.04251939632677762,0.001586675443342682,0.03983309482506578,26.643949997378513,1.665246874836157
uji2_02530_stroke_00,uji_pen_characters_v2,tst_UJI_W14,test,50,192,24,4.037363457144846e-05,8.502426005382238e-05,0.009220860049573596,0.023205508601588702,0.031192692280299555,5.579262583350693e-05,0.028581669711178308,0.0008133840515061816,0.028519888700802843,26.643949997378513,1.665246874836157
uji2_08584_stroke_00,uji_pen_characters_v2,tst_UPV_W45,test,14,192,8,9.881526242358479e-06,3.1781821946679664e-05,0.005637536868764555,0.009094933055147686,0.019697605536967817,1.5030567255333414e-05,0.01880940396898646,0.0005002217801376375,0.022365638379836992,26.643949997378513,1.665246874836157
uji2_07459_stroke_00,uji_pen_characters_v2,tst_UPV_W39,test,37,192,23,7.977935866749026e-05,0.00019788409497328613,0.014067128170784758,0.02832790502980631,0.0505476057736788,3.791210904088474e-05,0.04359105561199569,0.002583529305543993,0.050828430091278576,26.643949997378513,1.665246874836157
uji2_10412_stroke_01,uji_pen_characters_v2,tst_UPV_W54,test,7,192,10,2.1756389621958093e-05,0.00011314232531837549,0.010636838125983468,0.017008211877366553,0.017205699069671447,3.78421116660356e-05,0.017563076103465573,1.2726454140396658e-05,0.003567415610830431,26.643949997378513,1.665246874836157
uji2_03996_stroke_00,uji_pen_characters_v2,tst_UPV_W21,test,57,192,13,0.00017406030655521464,0.00031966354435621514,0.017879137125605786,0.0428714479997557,0.057849086804666584,7.374269623671936e-05,0.05748004835947495,0.007357081651385818,0.08577343208351766,26.643949997378513,1.665246874836157
uji2_10985_stroke_00,uji_pen_characters_v2,tst_UPV_W57,test,49,192,16,0.00022743429602920415,0.000463158238281149,0.021521111455525457,0.04412915139771118,0.08103571921194289,7.716670578743526e-05,0.03739271700883647,0.006046374507377105,0.07775843688872035,26.643949997378513,1.665246874836157
uji2_02636_stroke_01,uji_pen_characters_v2,tst_UJI_W14,test,18,192,10,1.457379513481489e-05,3.6075712802837204e-05,0.006006306086342687,0.011313931515223138,0.02021816125132354,1.3198208167735277e-05,0.017485197826030904,0.00018930338872832884,0.013758756801700103,26.643949997378513,1.665246874836157
uji2_05204_stroke_01,uji_pen_characters_v2,tst_UPV_W27,test,4,192,15,3.264423756233433e-05,0.0003937198642037266,0.0198423754677641,0.02817865726766447,0.0282291453101758,3.710748707570252e-05,0.026756789294648507,9.660418544743401e-06,0.003108121385136591,26.643949997378513,1.665246874836157
uji2_05120_stroke_01,uji_pen_characters_v2,tst_UPV_W27,test,14,192,7,3.2225945702388244e-05,0.00010161355708244351,0.010080355007758581,0.018490409503475334,0.03141332495425227,2.2684083905147226e-05,0.02807907978202309,0.00022789314578255978,0.0150961301591686,26.643949997378513,1.665246874836157
uji2_04485_stroke_00,uji_pen_characters_v2,tst_UPV_W24,test,20,192,3,0.00010094285569660562,0.0002344614953362018,0.015312135557661505,0.0254721181815983,0.04739383539733423,5.356580590318843e-05,0.03628267036336787,0.0013872257279457846,0.03724547929542302,26.643949997378513,1.665246874836157
uji2_04562_stroke_00,uji_pen_characters_v2,tst_UPV_W24,test,44,192,28,1.0696537874166377e-05,2.6195949793035903e-05,0.005118197904832902,0.007455945696035452,0.009258765251684951,5.803170902042895e-05,0.01693000245327724,0.0001739213000757643,0.013187922507952657,26.643949997378513,1.665246874836157
uji2_05643_stroke_00,uji_pen_characters_v2,tst_UPV_W30,test,36,192,16,5.757371367020035e-05,0.00017667341109127291,0.013291855065839114,0.021258849751747834,0.046293483413698745,5.554811434133106e-05,0.0410219954915021,0.0006721300936376754,0.025925471907714145,26.643949997378513,1.665246874836157
